review,rating,date,bank,source,lang,translated_review,processed_review,sentiment_score,sentiment_label,vader_sentiment,sentiment,label
"Amazing platform, reliable and convincing mobile banking",5,2023-12-27,CBE,Google Play,en,"Amazing platform, reliable and convincing mobile banking",amazing platform reliable convincing mobile banking,0.7579,positive,positive,positive,positive
Very interesting,5,2023-12-26,CBE,Google Play,en,Very interesting,interesting,0.4576,positive,positive,positive,positive
"I have been using this app for one year.It Is an amazing application,I have never been used such like app in my life.It is very interactive ,compatiable with any android phones,easy to be used by any one irrespective of any level of education and very realiable to realized digital banking system all over the globe.I Wish all banking sectors will update their mobile banking system based on this app. CBE is My bank and I Proud of it Shumet Mamo Sassie",5,2023-12-26,CBE,Google Play,en,"I have been using this app for one year.It Is an amazing application,I have never been used such like app in my life.It is very interactive ,compatiable with any android phones,easy to be used by any one irrespective of any level of education and very realiable to realized digital banking system all over the globe.I Wish all banking sectors will update their mobile banking system based on this app. CBE is My bank and I Proud of it Shumet Mamo Sassie",using app one amazing application never used like app interactive compatiable android phone easy used one irrespective level education realiable realized digital banking system wish banking sector update mobile banking system based app cbe bank proud shumet mamo sassie,0.9022,positive,positive,positive,positive
"URGENT FIX REQUIRED!!! The app does not work anymore! Account balance is not displayed. Trying to use any service on the app shows error ""None available"". What is the point of an internet/mobile banking app if you cannot carry out banking services from your fingertips? I also don't want to reinstall because CBE activation code can only be recieved in the bank, which sounds very ridiculous. These days, banks send OTP to email, so customers can manage their account anywhere in the world.",1,2023-12-26,CBE,Google Play,en,"URGENT FIX REQUIRED!!! The app does not work anymore! Account balance is not displayed. Trying to use any service on the app shows error ""None available"". What is the point of an internet/mobile banking app if you cannot carry out banking services from your fingertips? I also don't want to reinstall because CBE activation code can only be recieved in the bank, which sounds very ridiculous. These days, banks send OTP to email, so customers can manage their account anywhere in the world.",urgent fix required app work anymore account balance displayed trying use service app show error none available point banking app carry banking service fingertip also want reinstall cbe activation code recieved bank sound ridiculous day bank send otp email customer manage account anywhere world,-0.6542,negative,negative,positive,negative
"Excellent. But, the service charge is insane 😭",5,2023-12-26,CBE,Google Play,en,"Excellent. But, the service charge is insane 😭",excellent service charge insane,-0.296,negative,negative,neutral,positive
From these week App is not functional,5,2023-12-26,CBE,Google Play,en,From these week App is not functional,week app functional,0.0,neutral,neutral,neutral,positive
Overall good but there are times when it does not sync,3,2023-12-25,CBE,Google Play,en,Overall good but there are times when it does not sync,overall good time sync,0.2382,positive,positive,positive,neutral
It is a nice app,5,2023-12-24,CBE,Google Play,en,It is a nice app,nice app,0.4215,positive,positive,positive,positive
Not goof,3,2023-12-24,CBE,Google Play,af,Not goof,goof,0.0,neutral,neutral,neutral,neutral
Why is problem non available,2,2023-12-24,CBE,Google Play,en,Why is problem non available,problem non available,-0.4019,negative,negative,positive,negative
Thanks for all,5,2023-12-23,CBE,Google Play,en,Thanks for all,thanks,0.4404,positive,positive,positive,positive
How can to add two account,5,2023-12-23,CBE,Google Play,en,How can to add two account,add two account,0.0,neutral,neutral,neutral,positive
USSD *889# ሆደን አቁስሎት ነበር ይህን አፕ ካስከፈትኩ ወድህ 889 ሞክሬው አላውቅም። ይሄ በጣም አሪፍ ነው።,5,2023-12-23,CBE,Google Play,unknown,USSD *889# ሆደን አቁስሎት ነበር ይህን አፕ ካስከፈትኩ ወድህ 889 ሞክሬው አላውቅም። ይሄ በጣም አሪፍ ነው።,ussd 889 ሆደን አቁስሎት ነበር ይህን አፕ ካስከፈትኩ ወድህ 889 ሞክሬው ይሄ በጣም አሪፍ,0.0,neutral,neutral,neutral,positive
It's very especial app but it may have security problem b/c if I change sim card it work,5,2023-12-23,CBE,Google Play,en,It's very especial app but it may have security problem b/c if I change sim card it work,especial app may security problem change sim card work,-0.1154,negative,negative,neutral,positive
I am first-time to use this app.,5,2023-12-23,CBE,Google Play,en,I am first-time to use this app.,use app,0.0,neutral,neutral,neutral,positive
"I like it, it is easy to use!",5,2023-12-23,CBE,Google Play,en,"I like it, it is easy to use!",like easy use,0.69,positive,positive,positive,positive
Clutch,5,2023-12-23,CBE,Google Play,en,Clutch,clutch,0.0,neutral,neutral,neutral,positive
አፑን በጫንኩ በሳምቱ አቆመ ወደ ባንኩ ብመላለስም ለ3 ጊዜ ፎርም ሙላ ከማለት ውጭ መፍትሄ የለም።,1,2023-12-22,CBE,Google Play,unknown,አፑን በጫንኩ በሳምቱ አቆመ ወደ ባንኩ ብመላለስም ለ3 ጊዜ ፎርም ሙላ ከማለት ውጭ መፍትሄ የለም።,አፑን በጫንኩ በሳምቱ አቆመ ወደ ባንኩ ብመላለስም ለ3 ጊዜ ፎርም ሙላ ከማለት ውጭ መፍትሄ,0.0,neutral,neutral,neutral,negative
First of all may almighty God bless the leader and mother of Africa Ethiopia and the people as well. Congratulations to ECB for sharing very interested and helpful application and more early to use Thanks,5,2023-12-22,CBE,Google Play,en,First of all may almighty God bless the leader and mother of Africa Ethiopia and the people as well. Congratulations to ECB for sharing very interested and helpful application and more early to use Thanks,first may almighty god bless leader mother africa ethiopia people well congratulation ecb sharing interested helpful application early use thanks,0.9668,positive,positive,positive,positive
unbelivable good start,5,2023-12-22,CBE,Google Play,da,unbelivable good start,unbelivable good start,0.4404,positive,positive,positive,positive
The best way to get rid of my life thank you so much ❤️,5,2023-12-22,CBE,Google Play,en,The best way to get rid of my life thank you so much ❤️,best way get rid life thank much,0.7717,positive,positive,positive,positive
Excellent apps,1,2023-12-21,CBE,Google Play,fr,Excellent apps,excellent apps,0.5719,positive,positive,positive,negative
It's Good,5,2023-12-21,CBE,Google Play,en,It's Good,good,0.4404,positive,positive,positive,positive
I dont know why but the app is sudenly stop woking please update it,1,2023-12-20,CBE,Google Play,en,I dont know why but the app is sudenly stop woking please update it,dont know app sudenly stop woking please update,0.0387,neutral,neutral,neutral,negative
Very bad.,1,2023-12-20,CBE,Google Play,en,Very bad.,bad,-0.5849,negative,negative,negative,negative
this application helps us in the fastest way and we can save our time and it is very good because it gives us complete quick response.,5,2023-12-20,CBE,Google Play,en,this application helps us in the fastest way and we can save our time and it is very good because it gives us complete quick response.,application help u fastest way save time good give u complete quick response,0.8399,positive,positive,positive,positive
@PremiumBot,5,2023-12-19,CBE,Google Play,ro,@PremiumBot,premiumbot,0.0,neutral,neutral,neutral,positive
Aslame&dtamo,5,2023-12-19,CBE,Google Play,da,Aslame&dtamo,aslame dtamo,0.0,neutral,neutral,neutral,positive
So nice and easy to use,5,2023-12-19,CBE,Google Play,en,So nice and easy to use,nice easy use,0.7397,positive,positive,positive,positive
I found this app helpful and interesting.,5,2023-12-19,CBE,Google Play,en,I found this app helpful and interesting.,found app helpful interesting,0.6705,positive,positive,positive,positive
Abdi Tesjade,5,2023-12-18,CBE,Google Play,et,Abdi Tesjade,abdi tesjade,0.0,neutral,neutral,neutral,positive
Excellent!,5,2023-12-18,CBE,Google Play,ca,Excellent!,excellent,0.6114,positive,positive,positive,positive
"I Wana to update this app ,because when I try to open it ,it's close up immediately",2,2023-12-18,CBE,Google Play,en,"I Wana to update this app ,because when I try to open it ,it's close up immediately",wana update app try open close immediately,0.0,neutral,neutral,neutral,negative
ease to acces,4,2023-12-18,CBE,Google Play,en,ease to acces,ease acces,0.3612,positive,positive,neutral,positive
Arif naw,1,2023-12-17,CBE,Google Play,cy,Arif naw,arif naw,0.0,neutral,neutral,neutral,negative
Oke,5,2023-12-17,CBE,Google Play,af,Oke,oke,0.0,neutral,neutral,neutral,positive
Love this app,5,2023-12-16,CBE,Google Play,en,Love this app,love app,0.6369,positive,positive,positive,positive
"Extremely frustrating, correct balance is never displayed.",1,2023-12-16,CBE,Google Play,en,"Extremely frustrating, correct balance is never displayed.",extremely frustrating correct balance never displayed,-0.4927,negative,negative,negative,negative
"The CBE Mobile Banking App has truly exceeded my expectations. It offers a seamless and reliable banking experience right at my fingertips. From checking my account balance to transferring funds, the app performs flawlessly every time. It's impressive.",5,2023-12-16,CBE,Google Play,en,"The CBE Mobile Banking App has truly exceeded my expectations. It offers a seamless and reliable banking experience right at my fingertips. From checking my account balance to transferring funds, the app performs flawlessly every time. It's impressive.",cbe mobile banking app truly exceeded expectation offer seamless reliable banking experience right fingertip checking account balance transferring fund app performs flawlessly every time impressive,0.7906,positive,positive,positive,positive
best and simple service,5,2023-12-15,CBE,Google Play,en,best and simple service,best simple service,0.6369,positive,positive,positive,positive
This app is amazing but it stopped working so can you fix the problem,2,2023-12-14,CBE,Google Play,en,This app is amazing but it stopped working so can you fix the problem,app amazing stopped working fix problem,-0.5423,negative,negative,positive,negative
It's cool but I'm not satisfied,1,2023-12-14,CBE,Google Play,en,It's cool but I'm not satisfied,cool satisfied,-0.3287,negative,negative,positive,negative
Best app.. with no complications.,5,2023-12-14,CBE,Google Play,en,Best app.. with no complications.,best app complication,0.4588,positive,positive,positive,positive
"I have started using these apps since 2020, and I have experienced a suitable way to do digital money exchange and a simple way of transferring cash.",5,2023-12-14,CBE,Google Play,en,"I have started using these apps since 2020, and I have experienced a suitable way to do digital money exchange and a simple way of transferring cash.",started using apps since 2020 experienced suitable way digital money exchange simple way transferring cash,0.0,neutral,neutral,positive,positive
"It's simple, fast, easy to use and very pleasant. For me, it is a pleasant application of my bank that I always trust.",5,2023-12-14,CBE,Google Play,en,"It's simple, fast, easy to use and very pleasant. For me, it is a pleasant application of my bank that I always trust.",simple fast easy use pleasant pleasant application bank always trust,0.9244,positive,positive,positive,positive
Hihi,5,2023-12-14,CBE,Google Play,so,Hihi,hihi,0.0,neutral,neutral,neutral,positive
"Won't update my account balance, severely out of sync. When I checked at the ATM it was a completely different number. General cbe problem, but the transactions take 10 days to post from a POS transaction. Makes t extremely difficult to use.",1,2023-12-14,CBE,Google Play,en,"Won't update my account balance, severely out of sync. When I checked at the ATM it was a completely different number. General cbe problem, but the transactions take 10 days to post from a POS transaction. Makes t extremely difficult to use.",wo update account balance severely sync checked atm completely different number general cbe problem transaction take 10 day post po transaction make extremely difficult use,-0.7392,negative,negative,negative,negative
Can we see our past transaction record more than recent on this app ??? Please it should have this option .If so tell me how if not please update thIs app soon to accommodate this to obtain as this bank deserves more and more capacity and update every day even every minutes as it represents the golden brand ETHIOPIAN!!!,1,2023-12-14,CBE,Google Play,en,Can we see our past transaction record more than recent on this app ??? Please it should have this option .If so tell me how if not please update thIs app soon to accommodate this to obtain as this bank deserves more and more capacity and update every day even every minutes as it represents the golden brand ETHIOPIAN!!!,see past transaction record recent app please option tell please update app soon accommodate obtain bank deserves capacity update every day even every minute represents golden brand ethiopian,0.4125,positive,positive,positive,negative
Its not update balance immediately,4,2023-12-13,CBE,Google Play,en,Its not update balance immediately,update balance immediately,0.0,neutral,neutral,neutral,positive
Best app ever,5,2023-12-13,CBE,Google Play,no,Best app ever,best app ever,0.6369,positive,positive,positive,positive
ሂወትን ቀለል የሚያረግ ለኔ ሁሉም ነገሬ ነው cbe,5,2023-12-13,CBE,Google Play,unknown,ሂወትን ቀለል የሚያረግ ለኔ ሁሉም ነገሬ ነው cbe,ሂወትን ቀለል የሚያረግ ለኔ ሁሉም ነገሬ ነው cbe,0.0,neutral,neutral,neutral,positive
"It's very nice app, the connection is good as well. But It only allow water bill payment for addis abeba why is that",4,2023-12-13,CBE,Google Play,en,"It's very nice app, the connection is good as well. But It only allow water bill payment for addis abeba why is that",nice app connection good well allow water bill payment addis abeba,0.7092,positive,positive,positive,positive
It's good but not very good,5,2023-12-13,CBE,Google Play,en,It's good but not very good,good good,0.7003,positive,positive,positive,positive
Wow good work 🤝,4,2023-12-13,CBE,Google Play,pl,Wow good work 🤝,wow good work,0.7717,positive,positive,positive,positive
It's very important for me,5,2023-12-12,CBE,Google Play,en,It's very important for me,important,0.2716,positive,positive,positive,positive
"No words to explain abt this app, it's amazing",5,2023-12-12,CBE,Google Play,en,"No words to explain abt this app, it's amazing",word explain abt app amazing,0.3818,positive,positive,positive,positive
The transaction no orders,1,2023-12-12,CBE,Google Play,en,The transaction no orders,transaction order,-0.296,negative,negative,neutral,negative
my fav app in the history,5,2023-12-11,CBE,Google Play,en,my fav app in the history,fav app history,0.4588,positive,positive,neutral,positive
"It's a beautiful app. But especially when transferring from one account to another, if a receipt is prepared stating the name of the sender and the name of the recipient and the amount of the money. Also, if people make a mistake when making a transfer, it would be nice to have a system where the mistake can be reversed.",5,2023-12-11,CBE,Google Play,en,"It's a beautiful app. But especially when transferring from one account to another, if a receipt is prepared stating the name of the sender and the name of the recipient and the amount of the money. Also, if people make a mistake when making a transfer, it would be nice to have a system where the mistake can be reversed.",beautiful app especially transferring one account another receipt prepared stating name sender name recipient amount money also people make mistake making transfer would nice system mistake reversed,0.3182,positive,positive,positive,positive
It's very good app but sometimes the network is very poor,5,2023-12-11,CBE,Google Play,en,It's very good app but sometimes the network is very poor,good app sometimes network poor,-0.5413,negative,negative,positive,positive
Yes we Love this prowsser,3,2023-12-11,CBE,Google Play,en,Yes we Love this prowsser,yes love prowsser,0.7845,positive,positive,positive,neutral
It is fantastic,5,2023-12-11,CBE,Google Play,en,It is fantastic,fantastic,0.5574,positive,positive,positive,positive
it's great app when ever!,5,2023-12-10,CBE,Google Play,en,it's great app when ever!,great app ever,0.6588,positive,positive,positive,positive
it is not working well,1,2023-12-10,CBE,Google Play,af,it is not working well,working well,-0.2057,negative,negative,neutral,negative
Good app continou!,1,2023-12-10,CBE,Google Play,en,Good app continou!,good app continou,0.4926,positive,positive,positive,negative
Poor. Sent my money several time also when refresh i can see it statments and it deduct from my acount.,1,2023-12-10,CBE,Google Play,en,Poor. Sent my money several time also when refresh i can see it statments and it deduct from my acount.,poor sent money several time also refresh see statments deduct acount,-0.4767,negative,negative,negative,negative
Very nice and well designed! 🙏,5,2023-12-09,CBE,Google Play,en,Very nice and well designed! 🙏,nice well designed,0.6955,positive,positive,positive,positive
It is not working when I transfer money to another my bank account. So I wish this all functions be avail. Thanks.,5,2023-12-09,CBE,Google Play,en,It is not working when I transfer money to another my bank account. So I wish this all functions be avail. Thanks.,working transfer money another bank account wish function avail thanks,0.7089,positive,positive,positive,positive
Worst application,1,2023-12-08,CBE,Google Play,en,Worst application,worst application,-0.6249,negative,negative,negative,negative
"Why it cannot generate key for customers by itself? The main reason the bank suggested this application is to reduce crowded customers from cbe bank branches. The hell your IT department is doing? Why they cannot improve this problem? I don't want to go to Branch bank, they don't know nothing about this application. They're so dumbest person I ever seen. Please try make it simple and very useful application. Don't paint bad color on the legacy of this bank.",1,2023-12-08,CBE,Google Play,en,"Why it cannot generate key for customers by itself? The main reason the bank suggested this application is to reduce crowded customers from cbe bank branches. The hell your IT department is doing? Why they cannot improve this problem? I don't want to go to Branch bank, they don't know nothing about this application. They're so dumbest person I ever seen. Please try make it simple and very useful application. Don't paint bad color on the legacy of this bank.",generate key customer main reason bank suggested application reduce crowded customer cbe bank branch hell department improve problem want go branch bank know nothing application dumbest person ever seen please try make simple useful application paint bad color legacy bank,-0.8312,negative,negative,negative,negative
help me to get the money.n may,2,2023-12-08,CBE,Google Play,en,help me to get the money.n may,help get may,0.4019,positive,positive,neutral,negative
Good applications its very very,5,2023-12-08,CBE,Google Play,en,Good applications its very very,good application,0.4404,positive,positive,positive,positive
"I can't downloaded the recipts which is very important one's, please fix it",2,2023-12-08,CBE,Google Play,en,"I can't downloaded the recipts which is very important one's, please fix it",ca downloaded recipts important one please fix,0.5657,positive,positive,positive,negative
This is the best mobile banking app i had ever seen in ethiopia.,5,2023-12-07,CBE,Google Play,en,This is the best mobile banking app i had ever seen in ethiopia.,best mobile banking app ever seen ethiopia,0.6369,positive,positive,positive,positive
ከንግድ ባንክ ወደ ቴሌብር 1000 ብር ላኩኝ ከዛ 10 ብር ተቆረጠብኝ። ይሄ እኮ ዘረፋ ነው።,1,2023-12-07,CBE,Google Play,unknown,ከንግድ ባንክ ወደ ቴሌብር 1000 ብር ላኩኝ ከዛ 10 ብር ተቆረጠብኝ። ይሄ እኮ ዘረፋ ነው።,ከንግድ ባንክ ወደ ቴሌብር 1000 ብር ላኩኝ ከዛ 10 ብር ይሄ እኮ ዘረፋ,0.0,neutral,neutral,neutral,negative
Nuriye ali yimam,5,2023-12-07,CBE,Google Play,so,Nuriye ali yimam,nuriye ali yimam,0.0,neutral,neutral,neutral,positive
It stakes,1,2023-12-07,CBE,Google Play,fi,It stakes,stake,0.0,neutral,neutral,neutral,negative
Harif new,5,2023-12-07,CBE,Google Play,cy,Harif new,harif new,0.0,neutral,neutral,positive,positive
😍😍😍,1,2023-12-06,CBE,Google Play,unknown,😍😍😍,,0.0,neutral,neutral,neutral,negative
Difficult to get transaction statement and receipt of single transaction.,2,2023-12-06,CBE,Google Play,en,Difficult to get transaction statement and receipt of single transaction.,difficult get transaction statement receipt single transaction,-0.3612,negative,negative,negative,negative
I like it's,5,2023-12-06,CBE,Google Play,et,I like it's,like,0.3612,positive,positive,neutral,positive
"በጣም ምርጥ አፕ ነው። ግን በአፑ ውስጥ የተወሰነ ያልተሟሉ ጉድለቶች አሉበት ከነዚህም መሀከል ""የማብራት ሀይል ክፍያ መክፈያ ቦታ ላገኝ አልቸልኩበት እንጂ",5,2023-12-06,CBE,Google Play,unknown,"በጣም ምርጥ አፕ ነው። ግን በአፑ ውስጥ የተወሰነ ያልተሟሉ ጉድለቶች አሉበት ከነዚህም መሀከል ""የማብራት ሀይል ክፍያ መክፈያ ቦታ ላገኝ አልቸልኩበት እንጂ",በጣም ምርጥ አፕ ግን በአፑ ውስጥ የተወሰነ ያልተሟሉ ጉድለቶች አሉበት ከነዚህም መሀከል የማብራት ሀይል ክፍያ መክፈያ ቦታ ላገኝ አልቸልኩበት እንጂ,0.0,neutral,neutral,neutral,positive
"Don't use CBE! They start to debated a customer balance without their allow, bad bank!",1,2023-12-05,CBE,Google Play,en,"Don't use CBE! They start to debated a customer balance without their allow, bad bank!",use cbe start debated customer balance without allow bad bank,0.4153,positive,positive,negative,negative
I really love this app,5,2023-12-05,CBE,Google Play,en,I really love this app,really love app,0.6697,positive,positive,positive,positive
It is not active for banking,2,2023-12-05,CBE,Google Play,en,It is not active for banking,active banking,-0.3089,negative,negative,negative,negative
Easy and familiar app,5,2023-12-05,CBE,Google Play,en,Easy and familiar app,easy familiar app,0.4404,positive,positive,positive,positive
It is very funny and useless app. They developed the app either with lack of necessary technological knowledge or purposely to manipulate their customers. A huge shame for such kinda influential company.👎👎,1,2023-12-05,CBE,Google Play,en,It is very funny and useless app. They developed the app either with lack of necessary technological knowledge or purposely to manipulate their customers. A huge shame for such kinda influential company.👎👎,funny useless app developed app either lack necessary technological knowledge purposely manipulate customer huge shame kinda influential,-0.0935,negative,negative,positive,negative
Good app! Really helped me a lot!,5,2023-12-05,CBE,Google Play,en,Good app! Really helped me a lot!,good app really helped lot,0.5399,positive,positive,positive,positive
Amazing app it's simple to use,5,2023-12-04,CBE,Google Play,en,Amazing app it's simple to use,amazing app simple use,0.5859,positive,positive,positive,positive
Commission paid 5 birr that alot even if I didn't do any transactions they still cut 5 birr soon I will run out money because of this o regret using this. I'm student I don't make money they have to consider what they doing not just that after first time using it they will take/cut 50 birr for fee that unreasonable. DONT USE THIS APP !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I HAVE SCREENSHOT FOR EVIDENCE DONT REPLY ME THIS IS accusations,1,2023-12-03,CBE,Google Play,en,Commission paid 5 birr that alot even if I didn't do any transactions they still cut 5 birr soon I will run out money because of this o regret using this. I'm student I don't make money they have to consider what they doing not just that after first time using it they will take/cut 50 birr for fee that unreasonable. DONT USE THIS APP !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I HAVE SCREENSHOT FOR EVIDENCE DONT REPLY ME THIS IS accusations,commission paid 5 birr alot even transaction still cut 5 birr soon run money regret using student make money consider first time using 50 birr fee unreasonable dont use app screenshot evidence dont reply accusation,-0.8324,negative,negative,positive,negative
"I used it for the past 2 years. I live outside of Ethiopia, so it was very convenient to deposit or transfer money to and from my account. However, recently i kept getting ""None available"" message and not even able to see my balance or pull out people previous account information. So i uninstall and installed it, now it is asking me a key code whice you normally get it from ur bank. As i said,I live outside of Ethio, so unable to use this app anymore.",2,2023-12-03,CBE,Google Play,en,"I used it for the past 2 years. I live outside of Ethiopia, so it was very convenient to deposit or transfer money to and from my account. However, recently i kept getting ""None available"" message and not even able to see my balance or pull out people previous account information. So i uninstall and installed it, now it is asking me a key code whice you normally get it from ur bank. As i said,I live outside of Ethio, so unable to use this app anymore.",used past 2 year live outside ethiopia convenient deposit transfer money account however recently kept getting none available message even able see balance pull people previous account information uninstall installed asking key code whice normally get ur bank said live outside ethio unable use app anymore,0.0,neutral,neutral,positive,negative
It works for me very well. Thanks!,5,2023-12-03,CBE,Google Play,en,It works for me very well. Thanks!,work well thanks,0.7062,positive,positive,positive,positive
Very useful but after update it's not working properly also transaction history don't display Cleary so pls fix these two things,3,2023-12-03,CBE,Google Play,en,Very useful but after update it's not working properly also transaction history don't display Cleary so pls fix these two things,useful update working properly also transaction history display cleary pls fix two thing,0.4953,positive,positive,positive,neutral
Nigidi.banki,5,2023-12-03,CBE,Google Play,so,Nigidi.banki,,0.0,neutral,neutral,neutral,positive
"Why is this not working on Sunday, specifically now. I'm disappointed about this. This is not expected from a large organization like CBE😡😡",1,2023-12-03,CBE,Google Play,en,"Why is this not working on Sunday, specifically now. I'm disappointed about this. This is not expected from a large organization like CBE😡😡",working sunday specifically disappointed expected large organization like,-0.1531,negative,negative,negative,negative
The best mobile banking app!!!,5,2023-12-02,CBE,Google Play,en,The best mobile banking app!!!,best mobile banking app,0.7249,positive,positive,positive,positive
Mubarkenasradne,5,2023-12-02,CBE,Google Play,id,Mubarkenasradne,mubarkenasradne,0.0,neutral,neutral,neutral,positive
10Q for Developers. Is nice app!!,5,2023-12-02,CBE,Google Play,en,10Q for Developers. Is nice app!!,10q developer nice app,0.8029,positive,positive,positive,positive
Powerful app,4,2023-12-02,CBE,Google Play,en,Powerful app,powerful app,0.4215,positive,positive,positive,positive
Assess,5,2023-12-02,CBE,Google Play,et,Assess,assess,0.0,neutral,neutral,neutral,positive
It is good but modify it in away that shows 15 days statement,4,2023-12-02,CBE,Google Play,en,It is good but modify it in away that shows 15 days statement,good modify away show 15 day statement,0.2382,positive,positive,positive,positive
ጥሩነውለግዜውብቻእንዳይሆንእንጂ,3,2023-12-01,CBE,Google Play,unknown,ጥሩነውለግዜውብቻእንዳይሆንእንጂ,ጥሩነውለግዜውብቻእንዳይሆንእንጂ,0.0,neutral,neutral,neutral,neutral
It is broken after the last update!!!,2,2023-12-01,CBE,Google Play,en,It is broken after the last update!!!,broken last update,-0.6093,negative,negative,negative,negative
not responsive most of the time.,2,2023-12-01,CBE,Google Play,en,not responsive most of the time.,responsive time,-0.2755,negative,negative,neutral,negative
Not enough,1,2023-12-01,CBE,Google Play,en,Not enough,enough,0.0,neutral,neutral,neutral,negative
I love this App. It is important and helpful on every day activities. Thank you,5,2023-12-01,CBE,Google Play,en,I love this App. It is important and helpful on every day activities. Thank you,love app important helpful every day activity thank,0.8834,positive,positive,positive,positive
በጣም ምርጥ ነው,5,2023-12-01,CBE,Google Play,unknown,በጣም ምርጥ ነው,በጣም ምርጥ ነው,0.0,neutral,neutral,neutral,positive
It the best one 💯,5,2023-12-01,CBE,Google Play,en,It the best one 💯,best one,0.6369,positive,positive,positive,positive
Thanks for your service,5,2023-12-01,CBE,Google Play,en,Thanks for your service,thanks service,0.4404,positive,positive,positive,positive
To.much bug multiple crash you can't even see your statements,1,2023-12-01,CBE,Google Play,en,To.much bug multiple crash you can't even see your statements,bug multiple crash ca even see statement,-0.4019,negative,negative,neutral,negative
My Bank 🏦🏦,5,2023-11-30,CBE,Google Play,so,My Bank 🏦🏦,bank,0.0,neutral,neutral,neutral,positive
I need help,5,2023-11-30,CBE,Google Play,en,I need help,need help,0.4019,positive,positive,neutral,positive
Nice service CBE Bank,5,2023-11-29,CBE,Google Play,en,Nice service CBE Bank,nice service cbe bank,0.4215,positive,positive,positive,positive
Is very weird app really,1,2023-11-29,CBE,Google Play,en,Is very weird app really,weird app really,-0.2484,negative,negative,negative,negative
Update for iPhone,5,2023-11-29,CBE,Google Play,en,Update for iPhone,update iphone,0.0,neutral,neutral,neutral,positive
It's best,5,2023-11-26,CBE,Google Play,en,It's best,best,0.6369,positive,positive,positive,positive
በጣም ሀሪፍ እና ምቹ ነው ግን Recenet transaction አያሳይም .. ከድርጅት ጋር ለምንሰራ ሰዎች ደረሰኝ ያስፈልገናል ። ቶሎ መፍትሔ ቢያገኝ እና ቢስተካከል ጥሩ ነው,3,2023-11-26,CBE,Google Play,unknown,በጣም ሀሪፍ እና ምቹ ነው ግን Recenet transaction አያሳይም .. ከድርጅት ጋር ለምንሰራ ሰዎች ደረሰኝ ያስፈልገናል ። ቶሎ መፍትሔ ቢያገኝ እና ቢስተካከል ጥሩ ነው,በጣም ሀሪፍ እና ምቹ ነው ግን recenet transaction አያሳይም ከድርጅት ጋር ለምንሰራ ሰዎች ደረሰኝ ያስፈልገናል ቶሎ መፍትሔ ቢያገኝ እና ቢስተካከል ጥሩ ነው,0.0,neutral,neutral,neutral,neutral
"The previous version was better.if our wifi is weak this app is not working even by vpn.Learn from other banks,how to make simple and easy",2,2023-11-26,CBE,Google Play,en,"The previous version was better.if our wifi is weak this app is not working even by vpn.Learn from other banks,how to make simple and easy",previous version wifi weak app working even bank make simple easy,0.0,neutral,neutral,negative,negative
Well fine Well developed Fast,5,2023-11-26,CBE,Google Play,en,Well fine Well developed Fast,well fine well developed fast,0.6124,positive,positive,positive,positive
Only limited transaction are shown.. the time of the transaction is not shown.,1,2023-11-26,CBE,Google Play,en,Only limited transaction are shown.. the time of the transaction is not shown.,limited transaction shown time transaction shown,-0.2263,negative,negative,negative,negative
"This app as much as good it was, it fails you in the middle of critical time . With the good reputation this bank has this app should've been something us customers should reply on. But I am very disappointed.",1,2023-11-26,CBE,Google Play,en,"This app as much as good it was, it fails you in the middle of critical time . With the good reputation this bank has this app should've been something us customers should reply on. But I am very disappointed.",app much good fails middle critical time good reputation bank app something u customer reply disappointed,-0.6416,negative,negative,positive,negative
Fails bu tcharges. Bad App,3,2023-11-25,CBE,Google Play,en,Fails bu tcharges. Bad App,fails bu tcharges bad app,-0.743,negative,negative,negative,neutral
absolutely magnificent app!!!,5,2023-11-25,CBE,Google Play,en,absolutely magnificent app!!!,absolutely magnificent app,0.7243,positive,positive,positive,positive
Kechalachu atawrdut wey aysera mnm tkm yelewmm,1,2023-11-25,CBE,Google Play,cy,Kechalachu atawrdut wey aysera mnm tkm yelewmm,kechalachu atawrdut wey aysera mnm tkm yelewmm,0.0,neutral,neutral,neutral,negative
Wow amazing app for all!❤️,5,2023-11-25,CBE,Google Play,en,Wow amazing app for all!❤️,wow amazing app,0.8356,positive,positive,positive,positive
It's very well to use,5,2023-11-25,CBE,Google Play,en,It's very well to use,well use,0.3384,positive,positive,neutral,positive
"Good job, try your best. You can do anything you need.",5,2023-11-24,CBE,Google Play,en,"Good job, try your best. You can do anything you need.",good job try best anything need,0.7964,positive,positive,positive,positive
Worst bank worst app,1,2023-11-24,CBE,Google Play,en,Worst bank worst app,worst bank worst app,-0.8481,negative,negative,negative,negative
Its the best app,5,2023-11-24,CBE,Google Play,en,Its the best app,best app,0.6369,positive,positive,positive,positive
Best app i have seen.,5,2023-11-24,CBE,Google Play,no,Best app i have seen.,best app seen,0.6369,positive,positive,positive,positive
Very good but same time deos'n work properly,5,2023-11-23,CBE,Google Play,en,Very good but same time deos'n work properly,good time work properly,0.2724,positive,positive,positive,positive
